,place_name,reviewer_name,reviewer_rating
1152,Tom’s by Tom Aikens,RYAN LIN,5
1153,Tom’s by Tom Aikens,Martin Hong,5
1154,Tom’s by Tom Aikens,Dio A.P,4
1155,Smarapura,Emillia_ NF,4
1156,Smarapura,Yulius Rizal,5
1157,Smarapura,Artono Hadisanto,5
1158,Smarapura,Christopher Sutandar,5
1159,Smarapura,Baiq Nurul Srifathona,4
1160,Sudestada,Hannah Glathar,5
1161,Sudestada,Naomi R,5
1162,Sudestada,Linna,5
1163,Sudestada,Ronnie Wongkar,5
1164,Sudestada,Sonny Ng,4
1165,Grand Café,Arline Wijaya,5
1166,Grand Café,Sanjeev Bhalla,5
1167,Grand Café,Radja Sitanggang,5
1168,Grand Café,Harso Forever,4
1169,Grand Café,Ronald Ishak,1
1170,Cikang Coffee & Resto,HDR HDR,1
1171,Cikang Coffee & Resto,Dyah,5
1172,Cikang Coffee & Resto,Dea A,1
1173,Cikang Coffee & Resto,Vi I,4
1174,Cikang Coffee & Resto,Martin Hong,4
1175,Wolfgang's Steakhouse Jakarta,Rahadiyan Narendra,5
1176,Wolfgang's Steakhouse Jakarta,Henry Gunawan,5
1177,Wolfgang's Steakhouse Jakarta,Munchie Diary,5
1178,Wolfgang's Steakhouse Jakarta,Gregory Joey,5
1179,Wolfgang's Steakhouse Jakarta,Erik Firman,5
1180,GIOI Menteng,Astri A,5
1181,GIOI Menteng,Nanda (Nseptember),4
1182,GIOI Menteng,Sherly Dewi,5
1183,GIOI Menteng,Annisha Nurilla,5
1184,GIOI Menteng,Aris Limiarto,4
1185,Namaaz Dining,Ivan Aditya,4
1186,Namaaz Dining,Yuwanda Kasikin,3
1187,Namaaz Dining,Graciela Christina,5
1188,Namaaz Dining,Bartoq R,5
1189,Namaaz Dining,lisna nababan,4
1190,Iga-Ku Restaurant,XY Fuwa,4
1191,Iga-Ku Restaurant,Cindyas Rachmat,4
1192,Iga-Ku Restaurant,T Novalia,4
1193,Iga-Ku Restaurant,ika subekti,5
1194,Iga-Ku Restaurant,Eldo Kredainou Alwi,5
1195,Turkuaz,Sapiderman Lumpat,4
1196,Turkuaz,FWPN,4
1197,Turkuaz,Hadi Santoso,5
1198,Turkuaz,Allinhere Y,5
1199,Turkuaz,Arief Ramon,4
1200,Loewy,Manish Shrivastava,5
1201,Loewy,Puspa Cahyono,4
1202,Loewy,Erniyati Fun,2
1203,Loewy,Juliana Kwok,5
1204,Loewy,Roland Trimmel,5
1205,Three Buns Jakarta,Wisnu Bramantyo,5
1206,Three Buns Jakarta,Pete Silva,3
1207,Three Buns Jakarta,Stefano,5
1208,Three Buns Jakarta,Hannah Glathar,5
1209,Three Buns Jakarta,Diandra Valini,5
1210,Kembang Goela Restaurant,F (Fer),5
1211,Kembang Goela Restaurant,Camille,5
1212,Kembang Goela Restaurant,Novita Frederika,3
1213,Kembang Goela Restaurant,Norman C,2
1214,Kembang Goela Restaurant,Rahmi,4
1215,Oakroom Restaurant & Bar,STEVANIE,4
1216,Oakroom Restaurant & Bar,One Will,5
1217,Oakroom Restaurant & Bar,Firman Firdani,5
1218,Oakroom Restaurant & Bar,Lewi Verdatama,5
1219,Oakroom Restaurant & Bar,Aditya Halim,3
1220,OKU,Anonymous Person,3
1221,OKU,Belinda xie,5
1222,OKU,Wilsen Tjhung,4
1223,OKU,Randy,5
1224,OKU,Mas Bei,5
1225,il Mare,C Sir,5
1226,il Mare,davy Sukamta,5
1227,il Mare,Andre Nath,2
1228,il Mare,Ahda Arifa Ismail,5
1229,il Mare,Rhicke Jennings,5
1230,Paulaner Bräuhaus,Sukamdhani Kencana,5
1231,Paulaner Bräuhaus,Jo Anne Pilapil,4
1232,Paulaner Bräuhaus,Marbert Lie,4
1233,Paulaner Bräuhaus,tobi d.,3
1234,Paulaner Bräuhaus,Nanda (Nseptember),3
1235,Pearl Chinese Restaurant,Donny S,4
1236,Pearl Chinese Restaurant,D3knee,1
1237,Pearl Chinese Restaurant,มานี่มาตรา มานั่น,5
1238,Pearl Chinese Restaurant,Eiline Federica,5
1239,Pearl Chinese Restaurant,regina setiawan,5
1240,C’s Steak and Seafood,Fernando Sarael,4
1241,C’s Steak and Seafood,v3r,5
1242,C’s Steak and Seafood,Laurent Limare,5
1243,C’s Steak and Seafood,Laily Lanisy,5
1244,C’s Steak and Seafood,Arief Ramon,4
1245,Benihana The Japanese Steakhouse,Freddy Samad,5
1246,Benihana The Japanese Steakhouse,Erly Tunriallu,5
1247,Benihana The Japanese Steakhouse,Kezya Gunawan Wijaya,5
1248,Benihana The Japanese Steakhouse,tobi d.,5
1249,Benihana The Japanese Steakhouse,Joanne Teo.,5
1250,Jakarta Restaurant & The Courtyard,Putra P,5
1251,Jakarta Restaurant & The Courtyard,Fitri Andriyani,5
1252,Jakarta Restaurant & The Courtyard,Evan Tan,4
1253,Jakarta Restaurant & The Courtyard,Bernie Soebekti,5
1254,Jakarta Restaurant & The Courtyard,rafa martinez,5
1255,La Brasserie Restaurant,Robin K,5
1256,La Brasserie Restaurant,Soo Hin Yeoh,5
1257,La Brasserie Restaurant,Cindy Cindy,5
1258,La Brasserie Restaurant,Biju Varghese,5
1259,La Brasserie Restaurant,Leony Maranatha (Oh Eun Sun),5
1260,Animale Restaurant,Sarah Mulyo,5
1261,Animale Restaurant,Liz G,4
1262,Animale Restaurant,lidya evangelista,5
1263,Animale Restaurant,Sarah R.,4
1264,Animale Restaurant,Ronderic,5
1265,Harum Manis Restaurant,Lily Gorjan,4
1266,Harum Manis Restaurant,Sandra Monica,4
1267,Harum Manis Restaurant,Lyndon Burke,5
1268,Harum Manis Restaurant,Anita Schneider,5
1269,Harum Manis Restaurant,yunan bayu pratama,5
1270,Signatures Restaurant,Fajar Fajar,3
1271,Signatures Restaurant,Aryanto,5
1272,Signatures Restaurant,Yan Putra,4
1273,Signatures Restaurant,Nana Setiawan,4
1274,Signatures Restaurant,Gary Lim,4
1275,Sana Sini Restaurant,Frederique De Sousa,5
1276,Sana Sini Restaurant,Budi Soetjipto,3
1277,Sana Sini Restaurant,Lydia Zein,5
1278,Sana Sini Restaurant,Alex A. ART,4
1279,Sana Sini Restaurant,R A,5
1280,HA-KA Resto,Richard Yahya,5
1281,HA-KA Resto,seli ariani,5
1282,HA-KA Resto,Tri Ana,5
1283,HA-KA Resto,Ramil Valitov,5
1284,HA-KA Resto,Amar Khosyian,5
1285,Catappa Restaurant,Tedy Wijaya,5
1286,Catappa Restaurant,ye row,2
1287,Catappa Restaurant,LIN WIE,3
1288,Catappa Restaurant,Nanang Setiawan,5
1289,Catappa Restaurant,Valen Susanto,5
1290,PA.SO.LA Restaurant,Alisa Levchenko-Plekhanova,3
1291,PA.SO.LA Restaurant,Reddy Panggabean,5
1292,PA.SO.LA Restaurant,Marcella Cindy,5
1293,PA.SO.LA Restaurant,Michelle A,2
1294,PA.SO.LA Restaurant,Rini Yulianti,5
1295,Table8,Julia Christina,5
1296,Table8,Vincent Ruslie,5
1297,Table8,Joshua Gustaf Tangkulung,5
1298,Table8,theodora regina,5
1299,Table8,Titan 10,5
1300,D'Sky Bistro - Jakarta,Ghozy Naim,5
1301,D'Sky Bistro - Jakarta,Aleksander Hutabarat,4
1302,D'Sky Bistro - Jakarta,Agung Satrio,4
1303,D'Sky Bistro - Jakarta,bagus ariadi,5
1304,D'Sky Bistro - Jakarta,BEN,5
1305,Gran Via Cafe,Hans Jonathan,5
1306,Gran Via Cafe,Jennifer Bratakencana,5
1307,Gran Via Cafe,Linawati Sardjan,3
1308,Gran Via Cafe,Max,5
1309,Gran Via Cafe,Safeena Shivanand,5
1310,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,dailux,3
1311,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,nicholas aristia,4
1312,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Taufik WIDJAJA,5
1313,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Yulis Nawati,5
1314,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Matin Abrardo Barizza,5
1315,Skye,lady nathalia,4
1316,Skye,Adi Kurniawan,5
1317,Skye,Raditya Pratama,5
1318,Skye,FRANCISCA,5
1319,Skye,Katy Wise,5
1320,Palm Court,Andrian Taufik,5
1321,Palm Court,Brian Hermawan,5
1322,Palm Court,Putra P,5
1323,Palm Court,M. Fuad Q. Alam,4
1324,Palm Court,Puput Ertiandani,5
1325,Gamalama Resto & Cafe Jakarta,Andre Tjoa,5
1326,Gamalama Resto & Cafe Jakarta,Mardea Mumpuni,5
1327,Gamalama Resto & Cafe Jakarta,byUrmo,4
1328,Gamalama Resto & Cafe Jakarta,Agung Yuristianto,5
1329,Gamalama Resto & Cafe Jakarta,E “Ben-Ari” Ariesandy,2
1330,Henshin,Uhandanny Soebiantoro,4
1331,Henshin,Sapi Lucu,4
1332,Henshin,Sasda Sabrina,5
1333,Henshin,Adhitya S Ramadianto,5
1334,Henshin,Handoko Limaho,5
1335,Twelve Chinese Dining,Silly Cow,4
1336,Twelve Chinese Dining,Andre Alexander,5
1337,Twelve Chinese Dining,Jessica Michelle Christian,3
1338,Twelve Chinese Dining,Just Jennz,4
1339,Twelve Chinese Dining,Rob Umbara,4
1340,Lara Djonggrang,lisna nababan,4
1341,Lara Djonggrang,Anjan Bhattacharya,4
1342,Lara Djonggrang,RIKA HAKIM,5
1343,Lara Djonggrang,Nayu A. Ramadhaningsih,4
1344,Lara Djonggrang,Bagas Adi Nugroho,5
1345,1928 Restaurant,Abby Marcel,5
1346,1928 Restaurant,Handoko Limaho,5
1347,1928 Restaurant,Amaranila Lalita,5
1348,1928 Restaurant,Lana D,5
1349,1928 Restaurant,Joel Chow,3
1350,Kaum Jakarta,Jo Anne Pilapil,5
1351,Kaum Jakarta,Adrian S,5
1352,Kaum Jakarta,RIKA HAKIM,5
1353,Kaum Jakarta,Nanda (Nseptember),5
1354,Kaum Jakarta,Nida,4
1355,AMUZ Gourmet Restaurant,Raymond Lim,5
1356,AMUZ Gourmet Restaurant,Handoko Limaho,5
1357,AMUZ Gourmet Restaurant,Das Tian,5
1358,AMUZ Gourmet Restaurant,nicholas aristia,5
1359,AMUZ Gourmet Restaurant,Max Auberger,5
1360,Seasonal Tastes at The Westin Jakarta,Freddy Kua,5
1361,Seasonal Tastes at The Westin Jakarta,Joanne Eugenia,5
1362,Seasonal Tastes at The Westin Jakarta,Sam Root,5
1363,Seasonal Tastes at The Westin Jakarta,Aldi Inak,5
1364,Seasonal Tastes at The Westin Jakarta,Karin N. Nisa (karintil),4
1365,The Cafe,Yulius Rizal,5
1366,The Cafe,Indie Saragih,5
1367,The Cafe,Keluarga Bontanghe,5
1368,The Cafe,Joshua Gustaf Tangkulung,5
1369,The Cafe,Marcella Cindy,5
1370,BISTECCA,Yulius Rizal,5
1371,BISTECCA,Gleb Livshitz,4
1372,BISTECCA,Azriel David,3
1373,BISTECCA,Puja Saputra,4
1374,BISTECCA,Bull Dogg,4
1375,Queens Head Jakarta,Nanda (Nseptember),4
1376,Queens Head Jakarta,Kenny Kurniawan,5
1377,Queens Head Jakarta,Alessia Mathewson,5
1378,Queens Head Jakarta,Dindin Nurhayadin,5
1379,Queens Head Jakarta,Annisa Nabila,4
1380,Sailendra Restaurant,Andina Ayunani,5
1381,Sailendra Restaurant,Te Ir,5
1382,Sailendra Restaurant,florentina raines,5
1383,Sailendra Restaurant,Eka Deny,5
1384,Sailendra Restaurant,Kevin,5
1385,View Steak Bar,rafa martinez,5
1386,View Steak Bar,Handoko Limaho,4
1387,View Steak Bar,Ivan K,5
1388,View Steak Bar,Sara Febriany,5
1389,View Steak Bar,Vicky Hermawan,5
1390,SEIA Restaurant,Aris Limiarto,4
1391,SEIA Restaurant,audrey gunawan,5
1392,SEIA Restaurant,Virna AR,5
1393,SEIA Restaurant,Stella Leeansyah,5
1394,SEIA Restaurant,benny tjhin,5
1395,Asuka Japanese Dining,Lee Lan Kam,4
1396,Asuka Japanese Dining,J,3
1397,Asuka Japanese Dining,David Chastain,5
1398,Asuka Japanese Dining,WaiTuck CHONG,5
1399,Asuka Japanese Dining,Gleb Livshitz,5
1400,Tom’s by Tom Aikens,Bernardine Tan,4
1401,Tom’s by Tom Aikens,J Chung,5
1402,Tom’s by Tom Aikens,RYAN LIN,5
1403,Tom’s by Tom Aikens,Martin Hong,5
1404,Tom’s by Tom Aikens,Dio A.P,4
1405,Smarapura,Emillia_ NF,4
1406,Smarapura,Yulius Rizal,5
1407,Smarapura,Artono Hadisanto,5
1408,Smarapura,Christopher Sutandar,5
1409,Smarapura,Baiq Nurul Srifathona,4
1410,Sudestada,Hannah Glathar,5
1411,Sudestada,Naomi R,5
1412,Sudestada,Linna,5
1413,Sudestada,Ronnie Wongkar,5
1414,Sudestada,Sonny Ng,4
1415,Grand Café,Arline Wijaya,5
1416,Grand Café,Sanjeev Bhalla,5
1417,Grand Café,Radja Sitanggang,5
1418,Grand Café,Harso Forever,4
1419,Grand Café,Ronald Ishak,1
1420,Cikang Coffee & Resto,HDR HDR,1
1421,Cikang Coffee & Resto,Dyah,5
1422,Cikang Coffee & Resto,Dea A,1
1423,Cikang Coffee & Resto,Vi I,4
1424,Cikang Coffee & Resto,Martin Hong,4
1425,Wolfgang's Steakhouse Jakarta,Rahadiyan Narendra,5
1426,Wolfgang's Steakhouse Jakarta,Henry Gunawan,5
1427,Wolfgang's Steakhouse Jakarta,Munchie Diary,5
1428,Wolfgang's Steakhouse Jakarta,Gregory Joey,5
1429,Wolfgang's Steakhouse Jakarta,Erik Firman,5
1430,GIOI Menteng,Astri A,5
1431,GIOI Menteng,Nanda (Nseptember),4
1432,GIOI Menteng,Sherly Dewi,5
1433,GIOI Menteng,Annisha Nurilla,5
1434,GIOI Menteng,Aris Limiarto,4
1435,Namaaz Dining,Ivan Aditya,4
1436,Namaaz Dining,Yuwanda Kasikin,3
1437,Namaaz Dining,Graciela Christina,5
1438,Namaaz Dining,Bartoq R,5
1439,Namaaz Dining,lisna nababan,4
1440,Iga-Ku Restaurant,XY Fuwa,4
1441,Iga-Ku Restaurant,Cindyas Rachmat,4
1442,Iga-Ku Restaurant,T Novalia,4
1443,Iga-Ku Restaurant,ika subekti,5
1444,Iga-Ku Restaurant,Eldo Kredainou Alwi,5
1445,Turkuaz,Sapiderman Lumpat,4
1446,Turkuaz,FWPN,4
1447,Turkuaz,Hadi Santoso,5
1448,Turkuaz,Allinhere Y,5
1449,Turkuaz,Arief Ramon,4
1450,Loewy,Manish Shrivastava,5
1451,Loewy,Puspa Cahyono,4
1452,Loewy,Erniyati Fun,2
1453,Loewy,Juliana Kwok,5
1454,Loewy,Roland Trimmel,5
1455,Three Buns Jakarta,Wisnu Bramantyo,5
1456,Three Buns Jakarta,Pete Silva,3
1457,Three Buns Jakarta,Stefano,5
1458,Three Buns Jakarta,Hannah Glathar,5
1459,Three Buns Jakarta,Diandra Valini,5
1460,Kembang Goela Restaurant,F (Fer),5
1461,Kembang Goela Restaurant,Camille,5
1462,Kembang Goela Restaurant,Novita Frederika,3
1463,Kembang Goela Restaurant,Norman C,2
1464,Kembang Goela Restaurant,Rahmi,4
1465,Oakroom Restaurant & Bar,STEVANIE,4
1466,Oakroom Restaurant & Bar,One Will,5
1467,Oakroom Restaurant & Bar,Firman Firdani,5
1468,Oakroom Restaurant & Bar,Lewi Verdatama,5
1469,Oakroom Restaurant & Bar,Aditya Halim,3
1470,OKU,Anonymous Person,3
1471,OKU,Belinda xie,5
1472,OKU,Wilsen Tjhung,4
1473,OKU,Randy,5
1474,OKU,Mas Bei,5
1475,il Mare,C Sir,5
1476,il Mare,davy Sukamta,5
1477,il Mare,Andre Nath,2
1478,il Mare,Ahda Arifa Ismail,5
1479,il Mare,Rhicke Jennings,5
1480,Paulaner Bräuhaus,Sukamdhani Kencana,5
1481,Paulaner Bräuhaus,Jo Anne Pilapil,4
1482,Paulaner Bräuhaus,Marbert Lie,4
1483,Paulaner Bräuhaus,tobi d.,3
1484,Paulaner Bräuhaus,Nanda (Nseptember),3
1485,Pearl Chinese Restaurant,Donny S,4
1486,Pearl Chinese Restaurant,D3knee,1
1487,Pearl Chinese Restaurant,มานี่มาตรา มานั่น,5
1488,Pearl Chinese Restaurant,Eiline Federica,5
1489,Pearl Chinese Restaurant,regina setiawan,5
1490,C’s Steak and Seafood,Fernando Sarael,4
1491,C’s Steak and Seafood,v3r,5
1492,C’s Steak and Seafood,Laurent Limare,5
1493,C’s Steak and Seafood,Laily Lanisy,5
1494,C’s Steak and Seafood,Arief Ramon,4
1495,Benihana The Japanese Steakhouse,Freddy Samad,5
1496,Benihana The Japanese Steakhouse,Erly Tunriallu,5
1497,Benihana The Japanese Steakhouse,Kezya Gunawan Wijaya,5
1498,Benihana The Japanese Steakhouse,tobi d.,5
1499,Benihana The Japanese Steakhouse,Joanne Teo.,5
1500,Jakarta Restaurant & The Courtyard,Putra P,5
1501,Jakarta Restaurant & The Courtyard,Fitri Andriyani,5
1502,Jakarta Restaurant & The Courtyard,Evan Tan,4
1503,Jakarta Restaurant & The Courtyard,Bernie Soebekti,5
1504,Jakarta Restaurant & The Courtyard,rafa martinez,5
1505,La Brasserie Restaurant,Robin K,5
1506,La Brasserie Restaurant,Soo Hin Yeoh,5
1507,La Brasserie Restaurant,Cindy Cindy,5
1508,La Brasserie Restaurant,Biju Varghese,5
1509,La Brasserie Restaurant,Leony Maranatha (Oh Eun Sun),5
1510,Animale Restaurant,Sarah Mulyo,5
1511,Animale Restaurant,Liz G,4
1512,Animale Restaurant,lidya evangelista,5
1513,Animale Restaurant,Sarah R.,4
1514,Animale Restaurant,Ronderic,5
1515,Harum Manis Restaurant,Lily Gorjan,4
1516,Harum Manis Restaurant,Sandra Monica,4
1517,Harum Manis Restaurant,Lyndon Burke,5
1518,Harum Manis Restaurant,Anita Schneider,5
1519,Harum Manis Restaurant,yunan bayu pratama,5
1520,Signatures Restaurant,Fajar Fajar,3
1521,Signatures Restaurant,Aryanto,5
1522,Signatures Restaurant,Yan Putra,4
1523,Signatures Restaurant,Nana Setiawan,4
1524,Signatures Restaurant,Gary Lim,4
1525,Sana Sini Restaurant,Frederique De Sousa,5
1526,Sana Sini Restaurant,Budi Soetjipto,3
1527,Sana Sini Restaurant,Lydia Zein,5
1528,Sana Sini Restaurant,Alex A. ART,4
1529,Sana Sini Restaurant,R A,5
1530,HA-KA Resto,Richard Yahya,5
1531,HA-KA Resto,seli ariani,5
1532,HA-KA Resto,Tri Ana,5
1533,HA-KA Resto,Ramil Valitov,5
1534,HA-KA Resto,Amar Khosyian,5
1535,Catappa Restaurant,Tedy Wijaya,5
1536,Catappa Restaurant,ye row,2
1537,Catappa Restaurant,LIN WIE,3
1538,Catappa Restaurant,Nanang Setiawan,5
1539,Catappa Restaurant,Valen Susanto,5
1540,PA.SO.LA Restaurant,Alisa Levchenko-Plekhanova,3
1541,PA.SO.LA Restaurant,Reddy Panggabean,5
1542,PA.SO.LA Restaurant,Marcella Cindy,5
1543,PA.SO.LA Restaurant,Michelle A,2
1544,PA.SO.LA Restaurant,Rini Yulianti,5
1545,Table8,Julia Christina,5
1546,Table8,Vincent Ruslie,5
1547,Table8,Joshua Gustaf Tangkulung,5
1548,Table8,theodora regina,5
1549,Table8,Titan 10,5
1550,D'Sky Bistro - Jakarta,Ghozy Naim,5
1551,D'Sky Bistro - Jakarta,Aleksander Hutabarat,4
1552,D'Sky Bistro - Jakarta,Agung Satrio,4
1553,D'Sky Bistro - Jakarta,bagus ariadi,5
1554,D'Sky Bistro - Jakarta,BEN,5
1555,Gran Via Cafe,Hans Jonathan,5
1556,Gran Via Cafe,Jennifer Bratakencana,5
1557,Gran Via Cafe,Linawati Sardjan,3
1558,Gran Via Cafe,Max,5
1559,Gran Via Cafe,Safeena Shivanand,5
1560,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,dailux,3
1561,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,nicholas aristia,4
1562,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Taufik WIDJAJA,5
1563,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Yulis Nawati,5
1564,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Matin Abrardo Barizza,5
1565,Skye,lady nathalia,4
1566,Skye,Adi Kurniawan,5
1567,Skye,Raditya Pratama,5
1568,Skye,FRANCISCA,5
1569,Skye,Katy Wise,5
1570,Palm Court,Andrian Taufik,5
1571,Palm Court,Brian Hermawan,5
1572,Palm Court,Putra P,5
1573,Palm Court,M. Fuad Q. Alam,4
1574,Palm Court,Puput Ertiandani,5
1575,Gamalama Resto & Cafe Jakarta,Andre Tjoa,5
1576,Gamalama Resto & Cafe Jakarta,Mardea Mumpuni,5
1577,Gamalama Resto & Cafe Jakarta,byUrmo,4
1578,Gamalama Resto & Cafe Jakarta,Agung Yuristianto,5
1579,Gamalama Resto & Cafe Jakarta,E “Ben-Ari” Ariesandy,2
1580,Henshin,Uhandanny Soebiantoro,4
1581,Henshin,Sapi Lucu,4
1582,Henshin,Sasda Sabrina,5
1583,Henshin,Adhitya S Ramadianto,5
1584,Henshin,Handoko Limaho,5
1585,Twelve Chinese Dining,Silly Cow,4
1586,Twelve Chinese Dining,Andre Alexander,5
1587,Twelve Chinese Dining,Jessica Michelle Christian,3
1588,Twelve Chinese Dining,Just Jennz,4
1589,Twelve Chinese Dining,Rob Umbara,4
1590,Lara Djonggrang,lisna nababan,4
1591,Lara Djonggrang,Anjan Bhattacharya,4
1592,Lara Djonggrang,RIKA HAKIM,5
1593,Lara Djonggrang,Nayu A. Ramadhaningsih,4
1594,Lara Djonggrang,Bagas Adi Nugroho,5
