,place_name,reviewer_name,reviewer_rating
575,Gamalama Resto & Cafe Jakarta,Andre Tjoa,5
576,Gamalama Resto & Cafe Jakarta,Mardea Mumpuni,5
577,Gamalama Resto & Cafe Jakarta,byUrmo,4
578,Gamalama Resto & Cafe Jakarta,Agung Yuristianto,5
579,Gamalama Resto & Cafe Jakarta,E “Ben-Ari” Ariesandy,2
580,Henshin,Uhandanny Soebiantoro,4
581,Henshin,Sapi Lucu,4
582,Henshin,Sasda Sabrina,5
583,Henshin,Adhitya S Ramadianto,5
584,Henshin,Handoko Limaho,5
585,Twelve Chinese Dining,Silly Cow,4
586,Twelve Chinese Dining,Andre Alexander,5
587,Twelve Chinese Dining,Jessica Michelle Christian,3
588,Twelve Chinese Dining,Just Jennz,4
589,Twelve Chinese Dining,Rob Umbara,4
590,Lara Djonggrang,lisna nababan,4
591,Lara Djonggrang,Anjan Bhattacharya,4
592,Lara Djonggrang,RIKA HAKIM,5
593,Lara Djonggrang,Nayu A. Ramadhaningsih,4
594,Lara Djonggrang,Bagas Adi Nugroho,5
595,1928 Restaurant,Abby Marcel,5
596,1928 Restaurant,Handoko Limaho,5
597,1928 Restaurant,Amaranila Lalita,5
598,1928 Restaurant,Lana D,5
599,1928 Restaurant,Joel Chow,3
600,Kaum Jakarta,Jo Anne Pilapil,5
601,Kaum Jakarta,Adrian S,5
602,Kaum Jakarta,RIKA HAKIM,5
603,Kaum Jakarta,Nanda (Nseptember),5
604,Kaum Jakarta,Nida,4
605,AMUZ Gourmet Restaurant,Raymond Lim,5
606,AMUZ Gourmet Restaurant,Handoko Limaho,5
607,AMUZ Gourmet Restaurant,Das Tian,5
608,AMUZ Gourmet Restaurant,nicholas aristia,5
609,AMUZ Gourmet Restaurant,Max Auberger,5
610,Seasonal Tastes at The Westin Jakarta,Freddy Kua,5
611,Seasonal Tastes at The Westin Jakarta,Joanne Eugenia,5
612,Seasonal Tastes at The Westin Jakarta,Sam Root,5
613,Seasonal Tastes at The Westin Jakarta,Aldi Inak,5
614,Seasonal Tastes at The Westin Jakarta,Karin N. Nisa (karintil),4
615,The Cafe,Yulius Rizal,5
616,The Cafe,Indie Saragih,5
617,The Cafe,Keluarga Bontanghe,5
618,The Cafe,Joshua Gustaf Tangkulung,5
619,The Cafe,Marcella Cindy,5
620,BISTECCA,Yulius Rizal,5
621,BISTECCA,Gleb Livshitz,4
622,BISTECCA,Azriel David,3
623,BISTECCA,Puja Saputra,4
624,BISTECCA,Bull Dogg,4
625,Queens Head Jakarta,Nanda (Nseptember),4
626,Queens Head Jakarta,Kenny Kurniawan,5
627,Queens Head Jakarta,Alessia Mathewson,5
628,Queens Head Jakarta,Dindin Nurhayadin,5
629,Queens Head Jakarta,Annisa Nabila,4
630,Sailendra Restaurant,Andina Ayunani,5
631,Sailendra Restaurant,Te Ir,5
632,Sailendra Restaurant,florentina raines,5
633,Sailendra Restaurant,Eka Deny,5
634,Sailendra Restaurant,Kevin,5
635,View Steak Bar,rafa martinez,5
636,View Steak Bar,Handoko Limaho,4
637,View Steak Bar,Ivan K,5
638,View Steak Bar,Sara Febriany,5
639,View Steak Bar,Vicky Hermawan,5
640,SEIA Restaurant,Aris Limiarto,4
641,SEIA Restaurant,audrey gunawan,5
642,SEIA Restaurant,Virna AR,5
643,SEIA Restaurant,Stella Leeansyah,5
644,SEIA Restaurant,benny tjhin,5
645,Asuka Japanese Dining,Lee Lan Kam,4
646,Asuka Japanese Dining,J,3
647,Asuka Japanese Dining,David Chastain,5
648,Asuka Japanese Dining,WaiTuck CHONG,5
649,Asuka Japanese Dining,Gleb Livshitz,5
650,Tom’s by Tom Aikens,Bernardine Tan,4
651,Tom’s by Tom Aikens,J Chung,5
652,Tom’s by Tom Aikens,RYAN LIN,5
653,Tom’s by Tom Aikens,Martin Hong,5
654,Tom’s by Tom Aikens,Dio A.P,4
655,Smarapura,Emillia_ NF,4
656,Smarapura,Yulius Rizal,5
657,Smarapura,Artono Hadisanto,5
658,Smarapura,Christopher Sutandar,5
659,Smarapura,Baiq Nurul Srifathona,4
660,Sudestada,Hannah Glathar,5
661,Sudestada,Naomi R,5
662,Sudestada,Linna,5
663,Sudestada,Ronnie Wongkar,5
664,Sudestada,Sonny Ng,4
665,Grand Café,Arline Wijaya,5
666,Grand Café,Sanjeev Bhalla,5
667,Grand Café,Radja Sitanggang,5
668,Grand Café,Harso Forever,4
669,Grand Café,Ronald Ishak,1
670,Cikang Coffee & Resto,HDR HDR,1
671,Cikang Coffee & Resto,Dyah,5
672,Cikang Coffee & Resto,Dea A,1
673,Cikang Coffee & Resto,Vi I,4
674,Cikang Coffee & Resto,Martin Hong,4
675,Wolfgang's Steakhouse Jakarta,Rahadiyan Narendra,5
676,Wolfgang's Steakhouse Jakarta,Henry Gunawan,5
677,Wolfgang's Steakhouse Jakarta,Munchie Diary,5
678,Wolfgang's Steakhouse Jakarta,Gregory Joey,5
679,Wolfgang's Steakhouse Jakarta,Erik Firman,5
680,GIOI Menteng,Astri A,5
681,GIOI Menteng,Nanda (Nseptember),4
682,GIOI Menteng,Sherly Dewi,5
683,GIOI Menteng,Annisha Nurilla,5
684,GIOI Menteng,Aris Limiarto,4
685,Namaaz Dining,Ivan Aditya,4
686,Namaaz Dining,Yuwanda Kasikin,3
687,Namaaz Dining,Graciela Christina,5
688,Namaaz Dining,Bartoq R,5
689,Namaaz Dining,lisna nababan,4
690,Iga-Ku Restaurant,XY Fuwa,4
691,Iga-Ku Restaurant,Cindyas Rachmat,4
692,Iga-Ku Restaurant,T Novalia,4
693,Iga-Ku Restaurant,ika subekti,5
694,Iga-Ku Restaurant,Eldo Kredainou Alwi,5
695,Turkuaz,Sapiderman Lumpat,4
696,Turkuaz,FWPN,4
697,Turkuaz,Hadi Santoso,5
698,Turkuaz,Allinhere Y,5
699,Turkuaz,Arief Ramon,4
700,Loewy,Manish Shrivastava,5
701,Loewy,Puspa Cahyono,4
702,Loewy,Erniyati Fun,2
703,Loewy,Juliana Kwok,5
704,Loewy,Roland Trimmel,5
705,Three Buns Jakarta,Wisnu Bramantyo,5
706,Three Buns Jakarta,Pete Silva,3
707,Three Buns Jakarta,Stefano,5
708,Three Buns Jakarta,Hannah Glathar,5
709,Three Buns Jakarta,Diandra Valini,5
710,Kembang Goela Restaurant,F (Fer),5
711,Kembang Goela Restaurant,Camille,5
712,Kembang Goela Restaurant,Novita Frederika,3
713,Kembang Goela Restaurant,Norman C,2
714,Kembang Goela Restaurant,Rahmi,4
715,Oakroom Restaurant & Bar,STEVANIE,4
716,Oakroom Restaurant & Bar,One Will,5
717,Oakroom Restaurant & Bar,Firman Firdani,5
718,Oakroom Restaurant & Bar,Lewi Verdatama,5
719,Oakroom Restaurant & Bar,Aditya Halim,3
720,OKU,Anonymous Person,3
721,OKU,Belinda xie,5
722,OKU,Wilsen Tjhung,4
723,OKU,Randy,5
724,OKU,Mas Bei,5
725,il Mare,C Sir,5
726,il Mare,davy Sukamta,5
727,il Mare,Andre Nath,2
728,il Mare,Ahda Arifa Ismail,5
729,il Mare,Rhicke Jennings,5
730,Paulaner Bräuhaus,Sukamdhani Kencana,5
731,Paulaner Bräuhaus,Jo Anne Pilapil,4
732,Paulaner Bräuhaus,Marbert Lie,4
733,Paulaner Bräuhaus,tobi d.,3
734,Paulaner Bräuhaus,Nanda (Nseptember),3
735,Pearl Chinese Restaurant,Donny S,4
736,Pearl Chinese Restaurant,D3knee,1
737,Pearl Chinese Restaurant,มานี่มาตรา มานั่น,5
738,Pearl Chinese Restaurant,Eiline Federica,5
739,Pearl Chinese Restaurant,regina setiawan,5
740,C’s Steak and Seafood,Fernando Sarael,4
741,C’s Steak and Seafood,v3r,5
742,C’s Steak and Seafood,Laurent Limare,5
743,C’s Steak and Seafood,Laily Lanisy,5
744,C’s Steak and Seafood,Arief Ramon,4
745,Benihana The Japanese Steakhouse,Freddy Samad,5
746,Benihana The Japanese Steakhouse,Erly Tunriallu,5
747,Benihana The Japanese Steakhouse,Kezya Gunawan Wijaya,5
748,Benihana The Japanese Steakhouse,tobi d.,5
749,Benihana The Japanese Steakhouse,Joanne Teo.,5
750,Jakarta Restaurant & The Courtyard,Putra P,5
751,Jakarta Restaurant & The Courtyard,Fitri Andriyani,5
752,Jakarta Restaurant & The Courtyard,Evan Tan,4
753,Jakarta Restaurant & The Courtyard,Bernie Soebekti,5
754,Jakarta Restaurant & The Courtyard,rafa martinez,5
755,La Brasserie Restaurant,Robin K,5
756,La Brasserie Restaurant,Soo Hin Yeoh,5
757,La Brasserie Restaurant,Cindy Cindy,5
758,La Brasserie Restaurant,Biju Varghese,5
759,La Brasserie Restaurant,Leony Maranatha (Oh Eun Sun),5
760,Animale Restaurant,Sarah Mulyo,5
761,Animale Restaurant,Liz G,4
762,Animale Restaurant,lidya evangelista,5
763,Animale Restaurant,Sarah R.,4
764,Animale Restaurant,Ronderic,5
765,Harum Manis Restaurant,Lily Gorjan,4
766,Harum Manis Restaurant,Sandra Monica,4
767,Harum Manis Restaurant,Lyndon Burke,5
768,Harum Manis Restaurant,Anita Schneider,5
769,Harum Manis Restaurant,yunan bayu pratama,5
770,Signatures Restaurant,Fajar Fajar,3
771,Signatures Restaurant,Aryanto,5
772,Signatures Restaurant,Yan Putra,4
773,Signatures Restaurant,Nana Setiawan,4
774,Signatures Restaurant,Gary Lim,4
775,Sana Sini Restaurant,Frederique De Sousa,5
776,Sana Sini Restaurant,Budi Soetjipto,3
777,Sana Sini Restaurant,Lydia Zein,5
778,Sana Sini Restaurant,Alex A. ART,4
779,Sana Sini Restaurant,R A,5
780,HA-KA Resto,Richard Yahya,5
781,HA-KA Resto,seli ariani,5
782,HA-KA Resto,Tri Ana,5
783,HA-KA Resto,Ramil Valitov,5
784,HA-KA Resto,Amar Khosyian,5
785,Catappa Restaurant,Tedy Wijaya,5
786,Catappa Restaurant,ye row,2
787,Catappa Restaurant,LIN WIE,3
788,Catappa Restaurant,Nanang Setiawan,5
789,Catappa Restaurant,Valen Susanto,5
790,PA.SO.LA Restaurant,Alisa Levchenko-Plekhanova,3
791,PA.SO.LA Restaurant,Reddy Panggabean,5
792,PA.SO.LA Restaurant,Marcella Cindy,5
793,PA.SO.LA Restaurant,Michelle A,2
794,PA.SO.LA Restaurant,Rini Yulianti,5
795,Table8,Julia Christina,5
796,Table8,Vincent Ruslie,5
797,Table8,Joshua Gustaf Tangkulung,5
798,Table8,theodora regina,5
799,Table8,Titan 10,5
800,D'Sky Bistro - Jakarta,Ghozy Naim,5
801,D'Sky Bistro - Jakarta,Aleksander Hutabarat,4
802,D'Sky Bistro - Jakarta,Agung Satrio,4
803,D'Sky Bistro - Jakarta,bagus ariadi,5
804,D'Sky Bistro - Jakarta,BEN,5
805,Gran Via Cafe,Hans Jonathan,5
806,Gran Via Cafe,Jennifer Bratakencana,5
807,Gran Via Cafe,Linawati Sardjan,3
808,Gran Via Cafe,Max,5
809,Gran Via Cafe,Safeena Shivanand,5
810,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,dailux,3
811,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,nicholas aristia,4
812,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Taufik WIDJAJA,5
813,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Yulis Nawati,5
814,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Matin Abrardo Barizza,5
815,Skye,lady nathalia,4
816,Skye,Adi Kurniawan,5
817,Skye,Raditya Pratama,5
818,Skye,FRANCISCA,5
819,Skye,Katy Wise,5
820,Palm Court,Andrian Taufik,5
821,Palm Court,Brian Hermawan,5
822,Palm Court,Putra P,5
823,Palm Court,M. Fuad Q. Alam,4
824,Palm Court,Puput Ertiandani,5
825,Gamalama Resto & Cafe Jakarta,Andre Tjoa,5
826,Gamalama Resto & Cafe Jakarta,Mardea Mumpuni,5
827,Gamalama Resto & Cafe Jakarta,byUrmo,4
828,Gamalama Resto & Cafe Jakarta,Agung Yuristianto,5
829,Gamalama Resto & Cafe Jakarta,E “Ben-Ari” Ariesandy,2
830,Henshin,Uhandanny Soebiantoro,4
831,Henshin,Sapi Lucu,4
832,Henshin,Sasda Sabrina,5
833,Henshin,Adhitya S Ramadianto,5
834,Henshin,Handoko Limaho,5
835,Twelve Chinese Dining,Silly Cow,4
836,Twelve Chinese Dining,Andre Alexander,5
837,Twelve Chinese Dining,Jessica Michelle Christian,3
838,Twelve Chinese Dining,Just Jennz,4
839,Twelve Chinese Dining,Rob Umbara,4
840,Lara Djonggrang,lisna nababan,4
841,Lara Djonggrang,Anjan Bhattacharya,4
842,Lara Djonggrang,RIKA HAKIM,5
843,Lara Djonggrang,Nayu A. Ramadhaningsih,4
844,Lara Djonggrang,Bagas Adi Nugroho,5
845,1928 Restaurant,Abby Marcel,5
846,1928 Restaurant,Handoko Limaho,5
847,1928 Restaurant,Amaranila Lalita,5
848,1928 Restaurant,Lana D,5
849,1928 Restaurant,Joel Chow,3
850,Kaum Jakarta,Jo Anne Pilapil,5
851,Kaum Jakarta,Adrian S,5
852,Kaum Jakarta,RIKA HAKIM,5
853,Kaum Jakarta,Nanda (Nseptember),5
854,Kaum Jakarta,Nida,4
855,AMUZ Gourmet Restaurant,Raymond Lim,5
856,AMUZ Gourmet Restaurant,Handoko Limaho,5
857,AMUZ Gourmet Restaurant,Das Tian,5
858,AMUZ Gourmet Restaurant,nicholas aristia,5
859,AMUZ Gourmet Restaurant,Max Auberger,5
860,Seasonal Tastes at The Westin Jakarta,Freddy Kua,5
861,Seasonal Tastes at The Westin Jakarta,Joanne Eugenia,5
862,Seasonal Tastes at The Westin Jakarta,Sam Root,5
863,Seasonal Tastes at The Westin Jakarta,Aldi Inak,5
864,Seasonal Tastes at The Westin Jakarta,Karin N. Nisa (karintil),4
865,The Cafe,Yulius Rizal,5
866,The Cafe,Indie Saragih,5
867,The Cafe,Keluarga Bontanghe,5
868,The Cafe,Joshua Gustaf Tangkulung,5
869,The Cafe,Marcella Cindy,5
870,BISTECCA,Yulius Rizal,5
871,BISTECCA,Gleb Livshitz,4
872,BISTECCA,Azriel David,3
873,BISTECCA,Puja Saputra,4
874,BISTECCA,Bull Dogg,4
875,Queens Head Jakarta,Nanda (Nseptember),4
876,Queens Head Jakarta,Kenny Kurniawan,5
877,Queens Head Jakarta,Alessia Mathewson,5
878,Queens Head Jakarta,Dindin Nurhayadin,5
879,Queens Head Jakarta,Annisa Nabila,4
880,Sailendra Restaurant,Andina Ayunani,5
881,Sailendra Restaurant,Te Ir,5
882,Sailendra Restaurant,florentina raines,5
883,Sailendra Restaurant,Eka Deny,5
884,Sailendra Restaurant,Kevin,5
885,View Steak Bar,rafa martinez,5
886,View Steak Bar,Handoko Limaho,4
887,View Steak Bar,Ivan K,5
888,View Steak Bar,Sara Febriany,5
889,View Steak Bar,Vicky Hermawan,5
890,SEIA Restaurant,Aris Limiarto,4
891,SEIA Restaurant,audrey gunawan,5
892,SEIA Restaurant,Virna AR,5
893,SEIA Restaurant,Stella Leeansyah,5
894,SEIA Restaurant,benny tjhin,5
895,Asuka Japanese Dining,Lee Lan Kam,4
896,Asuka Japanese Dining,J,3
897,Asuka Japanese Dining,David Chastain,5
898,Asuka Japanese Dining,WaiTuck CHONG,5
899,Asuka Japanese Dining,Gleb Livshitz,5
900,Tom’s by Tom Aikens,Bernardine Tan,4
901,Tom’s by Tom Aikens,J Chung,5
902,Tom’s by Tom Aikens,RYAN LIN,5
903,Tom’s by Tom Aikens,Martin Hong,5
904,Tom’s by Tom Aikens,Dio A.P,4
905,Smarapura,Emillia_ NF,4
906,Smarapura,Yulius Rizal,5
907,Smarapura,Artono Hadisanto,5
908,Smarapura,Christopher Sutandar,5
909,Smarapura,Baiq Nurul Srifathona,4
910,Sudestada,Hannah Glathar,5
911,Sudestada,Naomi R,5
912,Sudestada,Linna,5
913,Sudestada,Ronnie Wongkar,5
914,Sudestada,Sonny Ng,4
915,Grand Café,Arline Wijaya,5
916,Grand Café,Sanjeev Bhalla,5
917,Grand Café,Radja Sitanggang,5
918,Grand Café,Harso Forever,4
919,Grand Café,Ronald Ishak,1
920,Cikang Coffee & Resto,HDR HDR,1
921,Cikang Coffee & Resto,Dyah,5
922,Cikang Coffee & Resto,Dea A,1
923,Cikang Coffee & Resto,Vi I,4
924,Cikang Coffee & Resto,Martin Hong,4
925,Wolfgang's Steakhouse Jakarta,Rahadiyan Narendra,5
926,Wolfgang's Steakhouse Jakarta,Henry Gunawan,5
927,Wolfgang's Steakhouse Jakarta,Munchie Diary,5
928,Wolfgang's Steakhouse Jakarta,Gregory Joey,5
929,Wolfgang's Steakhouse Jakarta,Erik Firman,5
930,GIOI Menteng,Astri A,5
931,GIOI Menteng,Nanda (Nseptember),4
932,GIOI Menteng,Sherly Dewi,5
933,GIOI Menteng,Annisha Nurilla,5
934,GIOI Menteng,Aris Limiarto,4
935,Namaaz Dining,Ivan Aditya,4
936,Namaaz Dining,Yuwanda Kasikin,3
937,Namaaz Dining,Graciela Christina,5
938,Namaaz Dining,Bartoq R,5
939,Namaaz Dining,lisna nababan,4
940,Iga-Ku Restaurant,XY Fuwa,4
941,Iga-Ku Restaurant,Cindyas Rachmat,4
942,Iga-Ku Restaurant,T Novalia,4
943,Iga-Ku Restaurant,ika subekti,5
944,Iga-Ku Restaurant,Eldo Kredainou Alwi,5
945,Turkuaz,Sapiderman Lumpat,4
946,Turkuaz,FWPN,4
947,Turkuaz,Hadi Santoso,5
948,Turkuaz,Allinhere Y,5
949,Turkuaz,Arief Ramon,4
950,Loewy,Manish Shrivastava,5
951,Loewy,Puspa Cahyono,4
952,Loewy,Erniyati Fun,2
953,Loewy,Juliana Kwok,5
954,Loewy,Roland Trimmel,5
955,Three Buns Jakarta,Wisnu Bramantyo,5
956,Three Buns Jakarta,Pete Silva,3
957,Three Buns Jakarta,Stefano,5
958,Three Buns Jakarta,Hannah Glathar,5
959,Three Buns Jakarta,Diandra Valini,5
960,Kembang Goela Restaurant,F (Fer),5
961,Kembang Goela Restaurant,Camille,5
962,Kembang Goela Restaurant,Novita Frederika,3
963,Kembang Goela Restaurant,Norman C,2
964,Kembang Goela Restaurant,Rahmi,4
965,Oakroom Restaurant & Bar,STEVANIE,4
966,Oakroom Restaurant & Bar,One Will,5
967,Oakroom Restaurant & Bar,Firman Firdani,5
968,Oakroom Restaurant & Bar,Lewi Verdatama,5
969,Oakroom Restaurant & Bar,Aditya Halim,3
970,OKU,Anonymous Person,3
971,OKU,Belinda xie,5
972,OKU,Wilsen Tjhung,4
973,OKU,Randy,5
974,OKU,Mas Bei,5
975,il Mare,C Sir,5
976,il Mare,davy Sukamta,5
977,il Mare,Andre Nath,2
978,il Mare,Ahda Arifa Ismail,5
979,il Mare,Rhicke Jennings,5
980,Paulaner Bräuhaus,Sukamdhani Kencana,5
981,Paulaner Bräuhaus,Jo Anne Pilapil,4
982,Paulaner Bräuhaus,Marbert Lie,4
983,Paulaner Bräuhaus,tobi d.,3
984,Paulaner Bräuhaus,Nanda (Nseptember),3
985,Pearl Chinese Restaurant,Donny S,4
986,Pearl Chinese Restaurant,D3knee,1
987,Pearl Chinese Restaurant,มานี่มาตรา มานั่น,5
988,Pearl Chinese Restaurant,Eiline Federica,5
989,Pearl Chinese Restaurant,regina setiawan,5
990,C’s Steak and Seafood,Fernando Sarael,4
991,C’s Steak and Seafood,v3r,5
992,C’s Steak and Seafood,Laurent Limare,5
993,C’s Steak and Seafood,Laily Lanisy,5
994,C’s Steak and Seafood,Arief Ramon,4
995,Benihana The Japanese Steakhouse,Freddy Samad,5
996,Benihana The Japanese Steakhouse,Erly Tunriallu,5
997,Benihana The Japanese Steakhouse,Kezya Gunawan Wijaya,5
998,Benihana The Japanese Steakhouse,tobi d.,5
999,Benihana The Japanese Steakhouse,Joanne Teo.,5
1000,Jakarta Restaurant & The Courtyard,Putra P,5
1001,Jakarta Restaurant & The Courtyard,Fitri Andriyani,5
1002,Jakarta Restaurant & The Courtyard,Evan Tan,4
1003,Jakarta Restaurant & The Courtyard,Bernie Soebekti,5
1004,Jakarta Restaurant & The Courtyard,rafa martinez,5
1005,La Brasserie Restaurant,Robin K,5
1006,La Brasserie Restaurant,Soo Hin Yeoh,5
1007,La Brasserie Restaurant,Cindy Cindy,5
1008,La Brasserie Restaurant,Biju Varghese,5
1009,La Brasserie Restaurant,Leony Maranatha (Oh Eun Sun),5
1010,Animale Restaurant,Sarah Mulyo,5
1011,Animale Restaurant,Liz G,4
1012,Animale Restaurant,lidya evangelista,5
1013,Animale Restaurant,Sarah R.,4
1014,Animale Restaurant,Ronderic,5
1015,Harum Manis Restaurant,Lily Gorjan,4
1016,Harum Manis Restaurant,Sandra Monica,4
1017,Harum Manis Restaurant,Lyndon Burke,5
1018,Harum Manis Restaurant,Anita Schneider,5
1019,Harum Manis Restaurant,yunan bayu pratama,5
1020,Signatures Restaurant,Fajar Fajar,3
1021,Signatures Restaurant,Aryanto,5
1022,Signatures Restaurant,Yan Putra,4
1023,Signatures Restaurant,Nana Setiawan,4
1024,Signatures Restaurant,Gary Lim,4
1025,Sana Sini Restaurant,Frederique De Sousa,5
1026,Sana Sini Restaurant,Budi Soetjipto,3
1027,Sana Sini Restaurant,Lydia Zein,5
1028,Sana Sini Restaurant,Alex A. ART,4
1029,Sana Sini Restaurant,R A,5
1030,HA-KA Resto,Richard Yahya,5
1031,HA-KA Resto,seli ariani,5
1032,HA-KA Resto,Tri Ana,5
1033,HA-KA Resto,Ramil Valitov,5
1034,HA-KA Resto,Amar Khosyian,5
1035,Catappa Restaurant,Tedy Wijaya,5
1036,Catappa Restaurant,ye row,2
1037,Catappa Restaurant,LIN WIE,3
1038,Catappa Restaurant,Nanang Setiawan,5
1039,Catappa Restaurant,Valen Susanto,5
1040,PA.SO.LA Restaurant,Alisa Levchenko-Plekhanova,3
1041,PA.SO.LA Restaurant,Reddy Panggabean,5
1042,PA.SO.LA Restaurant,Marcella Cindy,5
1043,PA.SO.LA Restaurant,Michelle A,2
1044,PA.SO.LA Restaurant,Rini Yulianti,5
1045,Table8,Julia Christina,5
1046,Table8,Vincent Ruslie,5
1047,Table8,Joshua Gustaf Tangkulung,5
1048,Table8,theodora regina,5
1049,Table8,Titan 10,5
1050,D'Sky Bistro - Jakarta,Ghozy Naim,5
1051,D'Sky Bistro - Jakarta,Aleksander Hutabarat,4
1052,D'Sky Bistro - Jakarta,Agung Satrio,4
1053,D'Sky Bistro - Jakarta,bagus ariadi,5
1054,D'Sky Bistro - Jakarta,BEN,5
1055,Gran Via Cafe,Hans Jonathan,5
1056,Gran Via Cafe,Jennifer Bratakencana,5
1057,Gran Via Cafe,Linawati Sardjan,3
1058,Gran Via Cafe,Max,5
1059,Gran Via Cafe,Safeena Shivanand,5
1060,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,dailux,3
1061,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,nicholas aristia,4
1062,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Taufik WIDJAJA,5
1063,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Yulis Nawati,5
1064,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,Matin Abrardo Barizza,5
1065,Skye,lady nathalia,4
1066,Skye,Adi Kurniawan,5
1067,Skye,Raditya Pratama,5
1068,Skye,FRANCISCA,5
1069,Skye,Katy Wise,5
1070,Palm Court,Andrian Taufik,5
1071,Palm Court,Brian Hermawan,5
1072,Palm Court,Putra P,5
1073,Palm Court,M. Fuad Q. Alam,4
1074,Palm Court,Puput Ertiandani,5
1075,Gamalama Resto & Cafe Jakarta,Andre Tjoa,5
1076,Gamalama Resto & Cafe Jakarta,Mardea Mumpuni,5
1077,Gamalama Resto & Cafe Jakarta,byUrmo,4
1078,Gamalama Resto & Cafe Jakarta,Agung Yuristianto,5
1079,Gamalama Resto & Cafe Jakarta,E “Ben-Ari” Ariesandy,2
1080,Henshin,Uhandanny Soebiantoro,4
1081,Henshin,Sapi Lucu,4
1082,Henshin,Sasda Sabrina,5
1083,Henshin,Adhitya S Ramadianto,5
1084,Henshin,Handoko Limaho,5
1085,Twelve Chinese Dining,Silly Cow,4
1086,Twelve Chinese Dining,Andre Alexander,5
1087,Twelve Chinese Dining,Jessica Michelle Christian,3
1088,Twelve Chinese Dining,Just Jennz,4
1089,Twelve Chinese Dining,Rob Umbara,4
1090,Lara Djonggrang,lisna nababan,4
1091,Lara Djonggrang,Anjan Bhattacharya,4
1092,Lara Djonggrang,RIKA HAKIM,5
1093,Lara Djonggrang,Nayu A. Ramadhaningsih,4
1094,Lara Djonggrang,Bagas Adi Nugroho,5
1095,1928 Restaurant,Abby Marcel,5
1096,1928 Restaurant,Handoko Limaho,5
1097,1928 Restaurant,Amaranila Lalita,5
1098,1928 Restaurant,Lana D,5
1099,1928 Restaurant,Joel Chow,3
1100,Kaum Jakarta,Jo Anne Pilapil,5
1101,Kaum Jakarta,Adrian S,5
1102,Kaum Jakarta,RIKA HAKIM,5
1103,Kaum Jakarta,Nanda (Nseptember),5
1104,Kaum Jakarta,Nida,4
1105,AMUZ Gourmet Restaurant,Raymond Lim,5
1106,AMUZ Gourmet Restaurant,Handoko Limaho,5
1107,AMUZ Gourmet Restaurant,Das Tian,5
1108,AMUZ Gourmet Restaurant,nicholas aristia,5
1109,AMUZ Gourmet Restaurant,Max Auberger,5
1110,Seasonal Tastes at The Westin Jakarta,Freddy Kua,5
1111,Seasonal Tastes at The Westin Jakarta,Joanne Eugenia,5
1112,Seasonal Tastes at The Westin Jakarta,Sam Root,5
1113,Seasonal Tastes at The Westin Jakarta,Aldi Inak,5
1114,Seasonal Tastes at The Westin Jakarta,Karin N. Nisa (karintil),4
1115,The Cafe,Yulius Rizal,5
1116,The Cafe,Indie Saragih,5
1117,The Cafe,Keluarga Bontanghe,5
1118,The Cafe,Joshua Gustaf Tangkulung,5
1119,The Cafe,Marcella Cindy,5
1120,BISTECCA,Yulius Rizal,5
1121,BISTECCA,Gleb Livshitz,4
1122,BISTECCA,Azriel David,3
1123,BISTECCA,Puja Saputra,4
1124,BISTECCA,Bull Dogg,4
1125,Queens Head Jakarta,Nanda (Nseptember),4
1126,Queens Head Jakarta,Kenny Kurniawan,5
1127,Queens Head Jakarta,Alessia Mathewson,5
1128,Queens Head Jakarta,Dindin Nurhayadin,5
1129,Queens Head Jakarta,Annisa Nabila,4
1130,Sailendra Restaurant,Andina Ayunani,5
1131,Sailendra Restaurant,Te Ir,5
1132,Sailendra Restaurant,florentina raines,5
1133,Sailendra Restaurant,Eka Deny,5
1134,Sailendra Restaurant,Kevin,5
1135,View Steak Bar,rafa martinez,5
1136,View Steak Bar,Handoko Limaho,4
1137,View Steak Bar,Ivan K,5
1138,View Steak Bar,Sara Febriany,5
1139,View Steak Bar,Vicky Hermawan,5
1140,SEIA Restaurant,Aris Limiarto,4
1141,SEIA Restaurant,audrey gunawan,5
1142,SEIA Restaurant,Virna AR,5
1143,SEIA Restaurant,Stella Leeansyah,5
1144,SEIA Restaurant,benny tjhin,5
1145,Asuka Japanese Dining,Lee Lan Kam,4
1146,Asuka Japanese Dining,J,3
1147,Asuka Japanese Dining,David Chastain,5
1148,Asuka Japanese Dining,WaiTuck CHONG,5
1149,Asuka Japanese Dining,Gleb Livshitz,5
1150,Tom’s by Tom Aikens,Bernardine Tan,4
1151,Tom’s by Tom Aikens,J Chung,5
