,business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,price_level,Types
305,OPERATIONAL,"SCBD, Sudirman Central Business District, Jl. Jend. sudirman kav 52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,PA.SO.LA Restaurant,,,ChIJ_02K8JbxaS4RX9G3vNqXim8,,4.7,ChIJ_02K8JbxaS4RX9G3vNqXim8,,311.0,,restaurant
306,OPERATIONAL,"Hotel Mulia Jakarta, Jl. Asia Afrika, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Table8,,,ChIJHbLWVbT2aS4RvBcoUXJOT4A,,4.7,ChIJHbLWVbT2aS4RvBcoUXJOT4A,,898.0,,restaurant
307,OPERATIONAL,"Jl. Anggrek 4 No.47, RT.14/RW.7, Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,D'Sky Bistro - Jakarta,,,ChIJf2_hOk3zaS4RMlBIBZpd7JM,,4.5,ChIJf2_hOk3zaS4RMlBIBZpd7JM,,159.0,,restaurant
308,OPERATIONAL,"Jalan Haji R. Rasuna Said No.Kav X-0, RT.5/RW.4, Kuningan Tim., Kecamatan Setiabudi, Daerah Khusus Ibukota Jakarta 12920, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Gran Via Cafe,,,ChIJYfyJhOjzaS4Rf8mmqN2Gh6I,,4.6,ChIJYfyJhOjzaS4Rf8mmqN2Gh6I,,444.0,,restaurant
309,OPERATIONAL,"Jl. Johar No.8, RT.18/RW.6, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Al Jazeerah Signature Restaurant & Lounge مطعم الجزيرة سقنتشر جاكرتا,,,ChIJLfIIjzr0aS4RvJetO0TjMug,,4.5,ChIJLfIIjzr0aS4RvJetO0TjMug,,5428.0,2.0,night_club
310,OPERATIONAL,"BCA Tower Lt. 56, Jl. M.H. Thamrin No. 1, RT.001 / RW.005, Menteng, RT.1/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Skye,,,ChIJM-uT5yH0aS4RJb8FLs-zz4Y,,4.6,ChIJM-uT5yH0aS4RJb8FLs-zz4Y,,4508.0,3.0,restaurant
311,OPERATIONAL,"Four Seasons Hotel Jakarta, Capital Place, Jl. Gatot Subroto No.Kav. 18, West Kuningan, Mampang Prapatan, South Jakarta City, Jakarta 12710, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Palm Court,,,ChIJiVYlIeLzaS4RRryFFIkd0Lc,,4.7,ChIJiVYlIeLzaS4RRryFFIkd0Lc,,220.0,,restaurant
312,OPERATIONAL,"Jl. Bumi No.8, RT.2/RW.3, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Gamalama Resto & Cafe Jakarta,,,ChIJrYDgQj7xaS4RyaXWuVDRsMs,,4.6,ChIJrYDgQj7xaS4RyaXWuVDRsMs,,131.0,2.0,restaurant
313,OPERATIONAL,"Level 67-69, The Westin Jakarta Jalan H.R. Rasuna Said Kav. C-22A, RT.2/RW.5, Karet Kuningan, Setiabudi, South Jakarta City, Jakarta 12940, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Henshin,,,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,,4.6,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,,1764.0,4.0,restaurant
314,OPERATIONAL,"Jl. Dr. Kusuma Atmaja No.75, Menteng, Kec. Menteng, Jakarta, Daerah Khusus Ibukota Jakarta 10310, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Twelve Chinese Dining,,,ChIJlbfOLJr1aS4R4WnohuhIaUU,,4.5,ChIJlbfOLJr1aS4R4WnohuhIaUU,,1138.0,,restaurant
315,OPERATIONAL,"Jl. Teuku Cik Ditiro No.4, RW.2, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Lara Djonggrang,,,ChIJZ3XYYj70aS4RyDFzTQx4BFY,,4.5,ChIJZ3XYYj70aS4RyDFzTQx4BFY,,1829.0,3.0,restaurant
316,OPERATIONAL,"The Hermitage, a Tribute Portfolio Hotel, Jakarta, Jl. Cilacap No.1, Kec. Menteng, Daerah Khusus Ibukota Jakarta 10310, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,1928 Restaurant,,,ChIJ7QGHphX0aS4RLet6sIwTwwQ,,4.5,ChIJ7QGHphX0aS4RLet6sIwTwwQ,,102.0,,restaurant
317,OPERATIONAL,"Jl. Dr. Kusuma Atmaja No.77, RW.4, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Kaum Jakarta,,,ChIJaYYdtBj0aS4R7aoVQjeIQps,,4.5,ChIJaYYdtBj0aS4R7aoVQjeIQps,,3219.0,3.0,restaurant
318,OPERATIONAL,"Lobby Level, Jl. Riau No.5 - 7, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Frestro Asia Restaurant,,,ChIJo182rY31aS4R_OzA_Fy4V4U,,4.8,ChIJo182rY31aS4R_OzA_Fy4V4U,,17.0,,restaurant
319,OPERATIONAL,"The Energy Building (2nd Floor,Lot 11A,SCBD, Jl. Jenderal Sudirman No.Kav. 52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,AMUZ Gourmet Restaurant,,,ChIJdd3B8VDxaS4Rp9xaR-L7Ops,,4.6,ChIJdd3B8VDxaS4Rp9xaR-L7Ops,,368.0,4.0,restaurant
320,OPERATIONAL,"The Westin Jakarta, Level 51 Jl. H.R. Rasuna Said Kav. C-22 A, Jakarta 12940, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Seasonal Tastes at The Westin Jakarta,,,ChIJMVBdEvHzaS4RzzD3mbhj5PI,,4.6,ChIJMVBdEvHzaS4RzzD3mbhj5PI,,1648.0,3.0,restaurant
321,OPERATIONAL,"Senayan, Jl. Asia Afrika, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,The Cafe,,,ChIJmS8JUrT2aS4R99BZY-87klI,,4.7,ChIJmS8JUrT2aS4R99BZY-87klI,,2873.0,4.0,cafe
322,OPERATIONAL,"18 Parc Place SCBD Tower C Ground Floor, Jl. Jend. Sudirman No.52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,BISTECCA,,,ChIJT_YHalrxaS4RaCoCeuFap44,,4.5,ChIJT_YHalrxaS4RaCoCeuFap44,,1268.0,4.0,restaurant
323,OPERATIONAL,"Jl. Kemang Raya No.18C, RT.11/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Queens Head Jakarta,,,ChIJofaR0oHxaS4R5H5WbvuHw2E,,4.5,ChIJofaR0oHxaS4R5H5WbvuHw2E,,797.0,3.0,restaurant
324,OPERATIONAL,"Kawasan Mega Kuningan, JW Marriott Hotel Jakarta Jalan DR Ide Anak Agung Gde Agung Kav E.1.2, Setiabudi No.1&2, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sailendra Restaurant,,,ChIJMdhH0frzaS4RuN27H3mjXks,,4.4,ChIJMdhH0frzaS4RuN27H3mjXks,,2033.0,3.0,restaurant
325,OPERATIONAL,"Grand Hyatt Jakarta Jl. M.H. Thamrin No.Kav. 28-30, Gondangdia, Kec. Menteng Kota Jakarta Pusat, Daerah Khusus Ibukota, RT.9/RW.5, Gondangdia, Kec. Menteng, Jakarta, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Le Petit Chef - Jakarta,,,ChIJ_8E2s2f1aS4RSraUoOQTRZU,,3.7,ChIJ_8E2s2f1aS4RSraUoOQTRZU,,22.0,,restaurant
326,OPERATIONAL,"Fairmont Jakarta, Jl. Asia Afrika No.8, Gelora, Tanah Abang, Central Jakarta City, Jakarta 10270, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,View Steak Bar,,,ChIJgW-PSUvxaS4RW1r3AI5a20g,,4.8,ChIJgW-PSUvxaS4RW1r3AI5a20g,,131.0,,restaurant
327,OPERATIONAL,"Lt. 1 Menara Astra, Jl. Jenderal Sudirman, RT.10/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Jakarta, Daerah Khusus Ibukota Jakarta 10250, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,SEIA Restaurant,,,ChIJYY1adVr1aS4RakzsolZcDpI,,4.6,ChIJYY1adVr1aS4RakzsolZcDpI,,226.0,,restaurant
328,OPERATIONAL,"Kawasan, JW Marriott Hotel Jakarta Jalan DR Ide Anak Agung Gde Agung Kav E.1.2 No. 1 & 2, Jl. Mega Kuningan Barat, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Asuka Japanese Dining,,,ChIJ0QZ30_rzaS4R-2WMVNAlD04,,4.6,ChIJ0QZ30_rzaS4R-2WMVNAlD04,,189.0,,restaurant
329,OPERATIONAL,"The Langham, Jakarta, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Tom’s by Tom Aikens,,,ChIJq39stBzxaS4RzSdYU01AwQU,,4.2,ChIJq39stBzxaS4RzSdYU01AwQU,,221.0,,restaurant
330,OPERATIONAL,"Park Hyatt Jakarta, Jl. Kebon Sirih No.17-19, Jakarta, Daerah Khusus Ibukota Jakarta 10340, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Dining Room,,,ChIJa3jHZ4D1aS4RLRYajotgzZI,,5.0,ChIJa3jHZ4D1aS4RLRYajotgzZI,,10.0,,restaurant
331,OPERATIONAL,"Ascott Sudirman Jakarta (Lobby Level, Jl. Prof. DR. Satrio No.KAV. 11, RT.3/RW.3, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,PAL8,,,ChIJ4SgaPG3zaS4RZL2UMGOpEWY,,3.9,ChIJ4SgaPG3zaS4RZL2UMGOpEWY,,17.0,,restaurant
332,OPERATIONAL,"Jl. Tebet Timur Dalam II No.43, RT.3/RW.3, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Smarapura,,,ChIJSz0SApvzaS4RAqgljvvEQnE,,4.3,ChIJSz0SApvzaS4RAqgljvvEQnE,,1735.0,2.0,restaurant
333,OPERATIONAL,"Jl. Irian No.18, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sudestada,,,ChIJhdP87MX1aS4R38uGHrdvldU,,4.7,ChIJhdP87MX1aS4R38uGHrdvldU,,2111.0,3.0,restaurant
334,OPERATIONAL,"Grand Hyatt Jakarta, Jl. M.H. Thamrin No.Kav. 28-30, RT.9/RW.5, Gondangdia, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Grand Café,,,ChIJm2jqESH0aS4RED227PWjD4M,,4.4,ChIJm2jqESH0aS4RED227PWjD4M,,272.0,,restaurant
335,OPERATIONAL,"Apartemen, Menteng Square, Jl. Matraman Raya No.30E, RW.6, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Kalih Cafe,,,ChIJfVe5TqL1aS4RwqrDtru6moo,,4.6,ChIJfVe5TqL1aS4RwqrDtru6moo,,47.0,,restaurant
336,OPERATIONAL,"Jl. Sumenep No.9, RT.11/RW.4, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Piquant Restaurant Jakarta,,,ChIJzUfLDxn0aS4R1GPzRj4ifko,,4.6,ChIJzUfLDxn0aS4R1GPzRj4ifko,,48.0,,restaurant
337,OPERATIONAL,"Graha Anam Ground Floor Jalan Teuku Cik Ditiro No. 11 Menteng, RT.8/RW.2, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cikang Coffee & Resto,,,ChIJ_Tyhaz70aS4RFYggmK4kSAw,,4.2,ChIJ_Tyhaz70aS4RFYggmK4kSAw,,364.0,2.0,restaurant
338,OPERATIONAL,"ELYSEE SCBD Jakarta, Level 6 Rooftop, Lot 21 SCBD RT.7/RW.1, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, RT.7/RW.1, Senayan, Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12190, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Wolfgang's Steakhouse Jakarta,,,ChIJ7ZN-7m7xaS4RUg7AIKujobk,,4.5,ChIJ7ZN-7m7xaS4RUg7AIKujobk,,872.0,,restaurant
339,OPERATIONAL,"Jl. Dr. Kusuma Atmaja No.85, RT.10/RW.4, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,GIOI Menteng,,,ChIJeYhllMT1aS4REHk4N38VwC8,,4.6,ChIJeYhllMT1aS4REHk4N38VwC8,,1176.0,3.0,restaurant
340,OPERATIONAL,"Jl. Gunawarman No.42, RT.5/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Namaaz Dining,,,ChIJTxAy8WfxaS4Rt0KGZl6HS1Y,,4.7,ChIJTxAy8WfxaS4Rt0KGZl6HS1Y,,820.0,4.0,restaurant
341,OPERATIONAL,"No. 21, Jl. Minangkabau Barat No.RT. 6, RT.6/RW.8, Ps. Manggis, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12970, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Iga-Ku Restaurant,,,ChIJW37leHT0aS4RrocMQUAWBfg,,4.5,ChIJW37leHT0aS4RrocMQUAWBfg,,599.0,2.0,restaurant
342,OPERATIONAL,"Jl. Gunawarman No.32, RT.5/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Turkuaz,,,ChIJP8bvQ13xaS4RgueoWi9kdBA,,4.5,ChIJP8bvQ13xaS4RgueoWi9kdBA,,1255.0,3.0,restaurant
343,OPERATIONAL,"Oakwood Premier Cozmo Jalan Lingkar Mega Kuningan E42 No.1, RT.5/RW.2, Kuningan, East Kuningan, Kuningan, South Jakarta City, Jakarta 12950, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Loewy,,,ChIJNejSzeTzaS4R4H-4VM-q3gc,,4.4,ChIJNejSzeTzaS4R4H-4VM-q3gc,,2713.0,3.0,restaurant
344,OPERATIONAL,"Jl. Senopati No.90, RT.7/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Three Buns Jakarta,,,ChIJVVVVVWnxaS4RJeFjUGiEHp0,,4.5,ChIJVVVVVWnxaS4RJeFjUGiEHp0,,1726.0,3.0,restaurant
345,OPERATIONAL,"Jl. Jend. Sudirman No.Kav. 47-48, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Kembang Goela Restaurant,,,ChIJBTgBuKr2aS4RnmNQqmrwMA8,,4.5,ChIJBTgBuKr2aS4RnmNQqmrwMA8,,1829.0,3.0,restaurant
346,OPERATIONAL,"Jl. DR. Ide Anak Agung Gde Agung No.1, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Oakroom Restaurant & Bar,,,ChIJNejSzeTzaS4R__dOgZRNP1Q,,4.5,ChIJNejSzeTzaS4R__dOgZRNP1Q,,231.0,,restaurant
347,OPERATIONAL,"Hotel Indonesia Kempinski Jakarta, Jl. M.H. Thamrin No.1, RT.1/RW.5, Menteng, Central Jakarta City, Jakarta 10310, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,OKU,,,ChIJuQszoyH0aS4RpCt8AqUo27g,,4.6,ChIJuQszoyH0aS4RpCt8AqUo27g,,567.0,,lodging
348,OPERATIONAL,"Jl. K.H. Wahid Hasyim No.85, RT.1/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Djati Bistro,,,ChIJcUzGnCX0aS4RhNGAhyVfIV4,,4.2,ChIJcUzGnCX0aS4RhNGAhyVfIV4,,44.0,,restaurant
349,OPERATIONAL,"Jl. Asia Afrika, RT.1/RW.3, Gelora, Tanah Abang, Senayan, Jakarta 10270, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,il Mare,,,ChIJg7H3VrT2aS4R5PgC665IvU4,,4.6,ChIJg7H3VrT2aS4R5PgC665IvU4,,144.0,,restaurant
350,OPERATIONAL,"Jl. MH Thamrin No.1, RT.1/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Paulaner Bräuhaus,,,ChIJTwTtG9P1aS4RTBuC8A4MTBA,,4.6,ChIJTwTtG9P1aS4RTBuC8A4MTBA,,6314.0,3.0,restaurant
351,OPERATIONAL,"Jakarta, JW Marriott Hotel Jakarta Kawasan Mega Kuningan, Jl. DR. Ide Anak Agung Gde Agung No.1, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pearl Chinese Restaurant,,,ChIJZ2G-1vrzaS4RVORT_L831bs,,4.5,ChIJZ2G-1vrzaS4RVORT_L831bs,,225.0,,restaurant
352,OPERATIONAL,"The Sultan Complex, Jl. Gatot Subroto, RT.2/RW.1, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Lagoon Cafe - The Sultan Hotel & Residence Jakarta,,,ChIJcWkN7SPxaS4RbIU-u0tpC40,,4.6,ChIJcWkN7SPxaS4RbIU-u0tpC40,,76.0,,restaurant
353,OPERATIONAL,"Grand Hyatt Jakarta, Jl. M.H. Thamrin No.Kav. 28-30, RT.9/RW.5, Gondangdia, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,C’s Steak and Seafood,,,ChIJh8yGUCH0aS4ROWo5zuy04X4,,4.5,ChIJh8yGUCH0aS4ROWo5zuy04X4,,151.0,,restaurant
354,OPERATIONAL,"Plaza Indonesia Mall, Level 3 #120, Jl. M.H. Thamrin No.9, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Benihana The Japanese Steakhouse,,,ChIJ7Zxq4gb1aS4RjlGzM1vYvRY,,4.6,ChIJ7Zxq4gb1aS4RjlGzM1vYvRY,,238.0,,restaurant
