,place_name,reviewer_name,reviewer_rating
538,Karonssih Culinary & Craft,Wahyu H Rahar,4
539,Karonssih Culinary & Craft,Attharik Bowie,4
540,Oriental Resto,A Wibs,5
541,Oriental Resto,Gildan Sabatian,5
542,Oriental Resto,Dianingtyas Rahadjeng,3
543,Oriental Resto,Wana Grafika,3
544,Oriental Resto,Fonda Adipuspo,5
545,Jinju Korean Eatery,Novita Wulandari,3
546,Jinju Korean Eatery,Mandira Rachmayanthy,5
547,Jinju Korean Eatery,Yesica Soejoto,4
548,Jinju Korean Eatery,Paul B,5
549,Jinju Korean Eatery,irene dyah Saraswati,4
550,Catering & Resto Bunga Padi,Advensa A A,5
551,Catering & Resto Bunga Padi,sardi elly,4
552,Catering & Resto Bunga Padi,Nugroho Parwoso,5
553,Catering & Resto Bunga Padi,Sari Niskala,5
554,Catering & Resto Bunga Padi,Fitriyana Setiadi,4
555,Apollo Resto solo,Catzz,5
556,Apollo Resto solo,Jeng Tira,4
557,Apollo Resto solo,Azizah Luthfi,5
558,Apollo Resto solo,Dian Prihatianto,5
559,Apollo Resto solo,Grace Wu,5
560,Mr Petruk Seafood Restaurant,Fajar Fajar,5
561,Mr Petruk Seafood Restaurant,Disti Fani,4
562,Mr Petruk Seafood Restaurant,Teguh Suandi,4
563,Mr Petruk Seafood Restaurant,aniq lioba,5
564,Mr Petruk Seafood Restaurant,irene dyah Saraswati,5
565,Java Terrace 1851,Septiana Wulan,5
566,Java Terrace 1851,Hafizh Izzuddin,4
567,Java Terrace 1851,Adelisa Devita,5
568,Java Terrace 1851,Roman Kucharski,5
569,Java Terrace 1851,Ze da,5
570,Dapur Asli Solo,Rury B,5
571,Dapur Asli Solo,Charmaine V,5
572,Dapur Asli Solo,Hazel Nadine,5
573,Dapur Asli Solo,Natalia,5
574,Dapur Asli Solo,Budi Santoso,5
575,Vipho9 Restaurant,Liem Eng Liong,4
576,Vipho9 Restaurant,Bella,5
577,Vipho9 Restaurant,Tretya A,4
578,Vipho9 Restaurant,Putri A. Smit,4
579,Vipho9 Restaurant,Raya Novarian,5
580,Saffron Resto & Meatshop,HS MXH,5
581,Saffron Resto & Meatshop,Adelisa Devita,5
582,Saffron Resto & Meatshop,m,5
583,Saffron Resto & Meatshop,Dean Handiyansyah,5
584,Saffron Resto & Meatshop,Rina Tri Lestari,5
585,Alamama Resto,Ajeng K Ratri,4
586,Alamama Resto,amrullah iam,5
587,Alamama Resto,Janitra Haryanto,5
588,Alamama Resto,John Does,3
589,Alamama Resto,Haotian Tong,5
590,Par Four Cafe,Josua Muliawan,5
591,Par Four Cafe,Anthony Zeng,5
592,Par Four Cafe,Budi Dharmawan,5
593,Par Four Cafe,Sylvi Prayogo,5
594,Par Four Cafe,Frederik Cavadino,5
595,Che-eS Resto,Bagus Widyanto,3
596,Che-eS Resto,Ari Eko Prasethio,4
597,Che-eS Resto,Desi Arinda,5
598,Che-eS Resto,Ellfa D Y,4
599,Che-eS Resto,Idris Panji,5
600,Goela Klapa Authentic Indonesian Cuisine,Inez Permata Hati,5
601,Goela Klapa Authentic Indonesian Cuisine,Antonio Bepe,4
602,Goela Klapa Authentic Indonesian Cuisine,Davin Thomas,5
603,Goela Klapa Authentic Indonesian Cuisine,Bunda FiFa Diary,5
604,Goela Klapa Authentic Indonesian Cuisine,Agil Saputro,5
605,Omah Sinten Heritage Hotel & Resto,Richard Wu,4
606,Omah Sinten Heritage Hotel & Resto,John Abbott,3
607,Omah Sinten Heritage Hotel & Resto,Yesa Kristina,4
608,Omah Sinten Heritage Hotel & Resto,Toomas Vendelin,5
609,Omah Sinten Heritage Hotel & Resto,Abbott Hsu,5
610,Canting Londo Kitchen,Deby Firmansyah,4
611,Canting Londo Kitchen,Intan Harmae,5
612,Canting Londo Kitchen,Estu Dimas Danang,5
613,Canting Londo Kitchen,Hasandi Patriawan,3
614,Canting Londo Kitchen,Muhammad Afif Farhan,2
615,The Soga Eatery,Inaa Dasele,5
616,The Soga Eatery,Suhaili Abdul Rahman,4
617,The Soga Eatery,fajar zona,5
618,The Soga Eatery,febrian ayu,3
619,The Soga Eatery,Ade Rosadin Noor,5
620,Pecel Solo,Fino Indrasaputra,4
621,Pecel Solo,Just Berry,5
622,Pecel Solo,Jamal,5
623,Pecel Solo,Nava K,4
624,Pecel Solo,Setiawaty Lukman,5
625,Kadipolo Meatball,Ayi,4
626,Kadipolo Meatball,Hasimy Md,4
627,Kadipolo Meatball,Adi Setiya,4
628,Kadipolo Meatball,Alvin Lee,5
629,Kadipolo Meatball,Artha Dewi,4
630,Solo's Bistro,Dessy Puspitasari,5
631,Solo's Bistro,Imaduddin Faqih,5
632,Solo's Bistro,Joseph Ferdinand,5
633,Solo's Bistro,Hans Photography,5
634,Solo's Bistro,T R,3
635,Madam Xiang,Mariana Wijayanti,5
636,Madam Xiang,Rex Sumner,5
637,Madam Xiang,Gerhard Aditama,4
638,Madam Xiang,Andri Rahardja,5
639,Madam Xiang,Stevan Ady Susanto,3
640,Garden Resto,Lee & Roy,4
641,Garden Resto,Eleora,5
642,Garden Resto,Febby Andrea,5
643,Garden Resto,Petr Vasicek,4
644,Garden Resto,Fajar Pamungkas,5
645,Kusuma Sari Restaurant & Ice Cream,Muchlas Abdi Pratama,3
646,Kusuma Sari Restaurant & Ice Cream,Agatha Andini,5
647,Kusuma Sari Restaurant & Ice Cream,Warsono Hadisubroto,4
648,Kusuma Sari Restaurant & Ice Cream,Nina,4
649,Kusuma Sari Restaurant & Ice Cream,h yusuf,5
650,Cafe Tiga Ceret,Beteng S,5
651,Cafe Tiga Ceret,Rendra Bhatara,3
652,Cafe Tiga Ceret,Kiky Zein,5
653,Cafe Tiga Ceret,Ayunda Adinda,5
654,Cafe Tiga Ceret,SAZ07,5
655,D'Cost Restaurant,Joe Thamrin Londo Buchery,3
656,D'Cost Restaurant,Fajri,5
657,D'Cost Restaurant,Gideon Setyabudi Salim,4
658,D'Cost Restaurant,Nura Precious,5
659,D'Cost Restaurant,Reza,5
660,Rumah Makan Adem Ayem,Randy Chandra,5
661,Rumah Makan Adem Ayem,Andrew Tanardi,5
662,Rumah Makan Adem Ayem,Josephine Nur,5
663,Rumah Makan Adem Ayem,Ronald L. Poetranto,5
664,Rumah Makan Adem Ayem,Steven Lee,5
665,Canton Restaurant,Faiz Rabbani,4
666,Canton Restaurant,Andre Bastary,5
667,Canton Restaurant,Skull Crusher,5
668,Canton Restaurant,Mariana Wijayanti,5
669,Canton Restaurant,Oktavius Kristanto,5
670,Ramayana Indonesian Restaurant,Felana,4
671,Ramayana Indonesian Restaurant,Kasra J. Munara,4
672,Ramayana Indonesian Restaurant,Ambrose John,5
673,Ramayana Indonesian Restaurant,Stary Stary,5
674,Ramayana Indonesian Restaurant,Hendro HP (HP),5
675,Tirai Bamboe Restaurant,Noviyanti Narulita,4
676,Tirai Bamboe Restaurant,Bernhard Fego,5
677,Tirai Bamboe Restaurant,Dharaa Dhara,4
678,Tirai Bamboe Restaurant,G's H.,2
679,Tirai Bamboe Restaurant,Erlina Papudi,3
680,RODA DIMSUM & CHINESE FOOD,Divyna Aletta,5
681,RODA DIMSUM & CHINESE FOOD,Bella Luna Zadithya,5
682,RODA DIMSUM & CHINESE FOOD,Andi Asrawi,4
683,RODA DIMSUM & CHINESE FOOD,iskandar zulkarnain,4
684,RODA DIMSUM & CHINESE FOOD,Harry Sufehmi,3
685,RM Blengerr,Ellfa D Y,5
686,RM Blengerr,retha setiawan,5
687,RM Blengerr,Gunawan Wijaya,5
688,RM Blengerr,Victo M,4
689,RM Blengerr,Mangli Adventure,5
690,Nini Thowong Restaurant,Patrick Prabowo,4
691,Nini Thowong Restaurant,Missy n Ceria,4
692,Nini Thowong Restaurant,Andre Bastary,4
693,Nini Thowong Restaurant,Raden Oktova Gamma Star,4
694,Nini Thowong Restaurant,Johan (Hyushi),3
695,XinXin Restaurant,Andre Bastary,4
696,XinXin Restaurant,kevinch,5
697,XinXin Restaurant,Rick Berry,4
698,XinXin Restaurant,Widow Maker,5
699,XinXin Restaurant,Rudy Samuel,4
700,Fai Kie Chinese Restaurant,San Ristha,4
701,Fai Kie Chinese Restaurant,Lost Princess,5
702,Fai Kie Chinese Restaurant,Wimbo Satwiko,4
703,Fai Kie Chinese Restaurant,Andre,5
704,Fai Kie Chinese Restaurant,Indra Pratama,5
705,Kafe Star Restaurant,B.C. Ong,4
706,Kafe Star Restaurant,kevinch,5
707,Kafe Star Restaurant,Suryadi Hertanto,5
708,Kafe Star Restaurant,Julian Julian,4
709,Kafe Star Restaurant,Christiany Meitrea,5
710,Arjes Kitchen,Ahmad Rizqi Ramadhan,4
711,Arjes Kitchen,Muhammad Fakhri,4
712,Arjes Kitchen,Indyana Meitayoga,5
713,Arjes Kitchen,Irma Rahmawati,4
714,Arjes Kitchen,Muhammad Yusuf Choirul,5
715,Palm Ethnic Resto,Raymond Valiant,5
716,Palm Ethnic Resto,Mariana Wijayanti,5
717,Palm Ethnic Resto,Fikri Indrawan (AcengondoG),3
718,Palm Ethnic Resto,Olivia OliveTree,4
719,Palm Ethnic Resto,Alfons Tefa,4
